1002 1 "No Family"
1003 0 Family
1004 1 "No Family"
1005 1 "No Family"
1008 0 Family
1013 1 "No Family"
1015 1 "No Family"
1016 0 Family
1018 1 "No Family"
1020 1 "No Family"
1022 1 "No Family"
1024 1 "No Family"
1025 1 "No Family"
1027 1 "No Family"
1033 0 Family
1034 1 "No Family"
1036 1 "No Family"
1039 0 Family
1041 1 "No Family"
1042 0 Family
1044 1 "No Family"
1045 0 Family
1047 0 Family
1052 1 "No Family"
1053 1 "No Family"
1054 1 "No Family"
1055 1 "No Family"
1057 0 Family
1058 1 "No Family"
1059 1 "No Family"
1060 1 "No Family"
1061 1 "No Family"
1062 1 "No Family"
1064 1 "No Family"
1065 1 "No Family"
1067 1 "No Family"
1069 1 "No Family"
1073 1 "No Family"
1075 1 "No Family"
1076 1 "No Family"
1077 1 "No Family"
1078 1 "No Family"
1079 1 "No Family"
1081 0 Family
1082 1 "No Family"
1083 1 "No Family"
1086 0 Family
1091 1 "No Family"
1093 1 "No Family"
1094 0 Family
1096 0 Family
1099 1 "No Family"
1102 1 "No Family"
1107 1 "No Family"
1108 1 "No Family"
1109 0 Family
1110 1 "No Family"
1112 1 "No Family"
1115 0 Family
1120 1 "No Family"
1121 1 "No Family"
1122 1 "No Family"
1123 1 "No Family"
1124 1 "No Family"
1126 1 "No Family"
1130 1 "No Family"
1132 1 "No Family"
1133 1 "No Family"
1134 0 Family
1136 1 "No Family"
1138 1 "No Family"
1139 0 Family
1140 0 Family
1141 0 Family
1143 0 Family
1144 0 Family
1152 1 "No Family"
1153 1 "No Family"
1156 0 Family
1157 1 "No Family"
1159 1 "No Family"
1160 1 "No Family"
1161 1 "No Family"
1164 1 "No Family"
1165 1 "No Family"
1166 1 "No Family"
1168 1 "No Family"
1170 1 "No Family"
1174 1 "No Family"
1176 0 Family
1178 1 "No Family"
1179 1 "No Family"
1180 0 Family
1182 0 Family
1183 1 "No Family"
1184 1 "No Family"
1185 1 "No Family"
1191 0 Family
1196 0 Family
1197 1 "No Family"
1198 1 "No Family"
1199 1 "No Family"
1200 1 "No Family"
1202 1 "No Family"
1203 0 Family
1212 1 "No Family"
1219 0 Family
1222 0 Family
1224 1 "No Family"
1225 1 "No Family"
1227 0 Family
1229 1 "No Family"
1230 1 "No Family"
1231 1 "No Family"
1233 0 Family
1234 0 Family
1235 1 "No Family"
1236 1 "No Family"
1238 1 "No Family"
1239 0 Family
1241 1 "No Family"
1244 1 "No Family"
1246 1 "No Family"
1247 1 "No Family"
1250 1 "No Family"
1251 0 Family
1255 1 "No Family"
1257 1 "No Family"
1260 1 "No Family"
1262 1 "No Family"
1263 1 "No Family"
1264 0 Family
1265 1 "No Family"
1266 1 "No Family"
1267 1 "No Family"
1268 1 "No Family"
1269 1 "No Family"
1270 1 "No Family"
1271 1 "No Family"
1274 1 "No Family"
1276 0 Family
1277 1 "No Family"
1278 0 Family
1279 1 "No Family"
1280 0 Family
1281 1 "No Family"
1283 1 "No Family"
1284 1 "No Family"
1286 1 "No Family"
1288 1 "No Family"
1291 1 "No Family"
1293 1 "No Family"
1294 0 Family
1295 0 Family
1296 1 "No Family"
1299 0 Family
1300 1 "No Family"
1301 1 "No Family"
1302 1 "No Family"
1303 0 Family
1305 1 "No Family"
1309 1 "No Family"
1315 0 Family
1317 0 Family
1319 1 "No Family"
1321 1 "No Family"
1322 1 "No Family"
1323 1 "No Family"
1324 1 "No Family"
1325 0 Family
1328 1 "No Family"
1329 1 "No Family"
1331 1 "No Family"
1334 1 "No Family"
1336 0 Family
1337 1 "No Family"
1338 0 Family
1339 0 Family
1341 1 "No Family"
1342 0 Family
1343 1 "No Family"
1346 1 "No Family"
1347 1 "No Family"
1348 1 "No Family"
1350 1 "No Family"
1353 1 "No Family"
1359 1 "No Family"
1360 1 "No Family"
1361 1 "No Family"
1362 1 "No Family"
1364 1 "No Family"
1365 1 "No Family"
1366 1 "No Family"
1371 0 Family
1372 1 "No Family"
1373 1 "No Family"
1374 0 Family
1376 1 "No Family"
1379 1 "No Family"
1380 1 "No Family"
1382 1 "No Family"
1384 0 Family
1385 1 "No Family"
1388 1 "No Family"
1389 0 Family
1390 1 "No Family"
1398 1 "No Family"
1399 1 "No Family"
1402 1 "No Family"
1403 1 "No Family"
1404 1 "No Family"
1405 1 "No Family"
1406 0 Family
1407 0 Family
1410 1 "No Family"
1413 1 "No Family"
1416 0 Family
1418 1 "No Family"
1420 1 "No Family"
1421 1 "No Family"
1425 0 Family
1426 0 Family
1428 1 "No Family"
1429 1 "No Family"
1430 0 Family
1431 0 Family
1436 0 Family
1438 0 Family
1440 1 "No Family"
1441 1 "No Family"
1444 0 Family
1446 1 "No Family"
1451 1 "No Family"
1452 1 "No Family"
1458 1 "No Family"
1459 1 "No Family"
1460 1 "No Family"
1461 1 "No Family"
1463 0 Family
1464 1 "No Family"
1466 1 "No Family"
1468 0 Family
1469 1 "No Family"
1471 0 Family
1472 1 "No Family"
1479 1 "No Family"
1481 0 Family
1484 1 "No Family"
1485 1 "No Family"
1486 1 "No Family"
1487 1 "No Family"
1491 1 "No Family"
1492 1 "No Family"
1493 0 Family
1494 0 Family
1497 1 "No Family"
1498 1 "No Family"
1499 1 "No Family"
1500 0 Family
1501 1 "No Family"
1502 1 "No Family"
1505 1 "No Family"
1506 0 Family
1507 1 "No Family"
1510 0 Family
1512 0 Family
1516 1 "No Family"
1517 1 "No Family"
1523 1 "No Family"
1526 0 Family
1529 1 "No Family"
1530 1 "No Family"
1531 1 "No Family"
1533 1 "No Family"
1534 0 Family
1535 1 "No Family"
1536 0 Family
1537 1 "No Family"
1539 1 "No Family"
1540 1 "No Family"
1541 1 "No Family"
1545 1 "No Family"
1548 0 Family
1549 1 "No Family"
1550 1 "No Family"
1551 1 "No Family"
1555 1 "No Family"
1556 1 "No Family"
1557 0 Family
1558 1 "No Family"
1559 1 "No Family"
1561 1 "No Family"
1564 1 "No Family"
1565 0 Family
1566 1 "No Family"
1567 1 "No Family"
1569 1 "No Family"
1573 1 "No Family"
1575 1 "No Family"
1576 1 "No Family"
1577 1 "No Family"
1581 1 "No Family"
1582 1 "No Family"
1586 0 Family
1587 0 Family
1588 0 Family
1590 1 "No Family"
1592 1 "No Family"
1594 0 Family
1596 1 "No Family"
1598 1 "No Family"
1599 1 "No Family"
1600 1 "No Family"
1603 1 "No Family"
1604 1 "No Family"
1606 0 Family
1607 1 "No Family"
1608 1 "No Family"
1609 1 "No Family"
1610 1 "No Family"
1612 1 "No Family"
1613 1 "No Family"
1615 1 "No Family"
1618 1 "No Family"
1624 1 "No Family"
1627 1 "No Family"
1628 1 "No Family"
1630 1 "No Family"
1632 0 Family
1633 1 "No Family"
1634 1 "No Family"
1635 0 Family
1640 0 Family
1642 1 "No Family"
1643 1 "No Family"
1644 0 Family
1645 1 "No Family"
1648 1 "No Family"
1650 1 "No Family"
1654 0 Family
1656 1 "No Family"
1657 1 "No Family"
1658 1 "No Family"
1660 1 "No Family"
1661 0 Family
1664 1 "No Family"
1665 0 Family
1666 1 "No Family"
1667 1 "No Family"
1668 1 "No Family"
1669 1 "No Family"
1670 1 "No Family"
1671 0 Family
1672 1 "No Family"
1673 1 "No Family"
1675 1 "No Family"
1676 1 "No Family"
1677 1 "No Family"
1679 1 "No Family"
1680 1 "No Family"
1682 1 "No Family"
1684 1 "No Family"
1689 1 "No Family"
1690 1 "No Family"
1691 1 "No Family"
1692 1 "No Family"
1695 0 Family
1697 0 Family
1700 1 "No Family"
1704 1 "No Family"
1706 1 "No Family"
1707 1 "No Family"
1708 0 Family
1709 1 "No Family"
1710 0 Family
1711 1 "No Family"
1712 1 "No Family"
1715 0 Family
1716 1 "No Family"
1717 1 "No Family"
1718 1 "No Family"
1720 1 "No Family"
1722 1 "No Family"
1724 1 "No Family"
1725 1 "No Family"
1727 0 Family
1728 0 Family
1729 1 "No Family"
1730 1 "No Family"
1733 1 "No Family"
1734 1 "No Family"
1735 0 Family
1736 1 "No Family"
1740 1 "No Family"
1741 1 "No Family"
1742 1 "No Family"
1747 1 "No Family"
1749 1 "No Family"
1750 1 "No Family"
1751 1 "No Family"
1752 1 "No Family"
1753 1 "No Family"
1757 1 "No Family"
1758 0 Family
1760 1 "No Family"
1761 1 "No Family"
1762 1 "No Family"
1763 1 "No Family"
1764 1 "No Family"
1765 1 "No Family"
1767 1 "No Family"
1768 1 "No Family"
1770 1 "No Family"
1774 1 "No Family"
1776 1 "No Family"
1777 1 "No Family"
1778 0 Family
1779 1 "No Family"
1780 1 "No Family"
1786 1 "No Family"
1788 0 Family
1789 1 "No Family"
1791 0 Family
1793 1 "No Family"
1794 1 "No Family"
1796 0 Family
1797 1 "No Family"
1798 1 "No Family"
1801 1 "No Family"
1802 1 "No Family"
1804 1 "No Family"
1807 1 "No Family"
1808 1 "No Family"
1809 1 "No Family"
1810 1 "No Family"
1811 1 "No Family"
1812 1 "No Family"
1815 1 "No Family"
1816 1 "No Family"
1817 1 "No Family"
1818 1 "No Family"
1819 1 "No Family"
1820 1 "No Family"
1821 1 "No Family"
1828 1 "No Family"
1829 1 "No Family"
1831 1 "No Family"
1832 1 "No Family"
1834 0 Family
1835 1 "No Family"
1836 1 "No Family"
1837 1 "No Family"
1840 1 "No Family"
1842 1 "No Family"
1843 1 "No Family"
1844 1 "No Family"
1845 1 "No Family"
1846 0 Family
1847 1 "No Family"
1848 1 "No Family"
1850 1 "No Family"
1852 1 "No Family"
1854 0 Family
1855 1 "No Family"
1857 1 "No Family"
1858 1 "No Family"
1859 1 "No Family"
1860 1 "No Family"
1865 1 "No Family"
1867 0 Family
1869 0 Family
1870 1 "No Family"
1872 1 "No Family"
1874 1 "No Family"
1875 1 "No Family"
1876 1 "No Family"
1877 1 "No Family"
1878 0 Family
1879 1 "No Family"
1880 1 "No Family"
1883 0 Family
1885 1 "No Family"
1886 1 "No Family"
1887 1 "No Family"
1888 1 "No Family"
1889 1 "No Family"
1890 1 "No Family"
1891 1 "No Family"
1892 0 Family
1893 1 "No Family"
1894 1 "No Family"
1895 1 "No Family"
1896 1 "No Family"
1903 0 Family
1904 1 "No Family"
1905 1 "No Family"
1906 1 "No Family"
1909 0 Family
1910 1 "No Family"
1912 0 Family
1914 1 "No Family"
1917 1 "No Family"
1918 1 "No Family"
1919 0 Family
1922 0 Family
1926 0 Family
1927 1 "No Family"
1931 1 "No Family"
1934 1 "No Family"
1936 1 "No Family"
1938 1 "No Family"
1939 1 "No Family"
1942 1 "No Family"
1946 1 "No Family"
1947 1 "No Family"
1949 1 "No Family"
1950 1 "No Family"
1951 1 "No Family"
1953 1 "No Family"
1955 0 Family
1959 1 "No Family"
1962 0 Family
1969 1 "No Family"
1970 1 "No Family"
1971 1 "No Family"
1972 0 Family
1975 1 "No Family"
1977 1 "No Family"
1979 0 Family
1980 1 "No Family"
1981 1 "No Family"
1982 0 Family
1983 1 "No Family"
1984 1 "No Family"
1986 1 "No Family"
1987 1 "No Family"
1989 0 Family
1990 0 Family
1991 0 Family
1992 0 Family
1993 1 "No Family"
1994 1 "No Family"
1996 0 Family
1997 1 "No Family"
2000 1 "No Family"
2001 1 "No Family"
2003 1 "No Family"
2004 0 Family
2008 1 "No Family"
2009 0 Family
2010 1 "No Family"
2011 1 "No Family"
2012 0 Family
2013 1 "No Family"
2017 1 "No Family"
2018 1 "No Family"
2019 1 "No Family"
2021 0 Family
2022 1 "No Family"
2023 0 Family
2025 1 "No Family"
2027 1 "No Family"
2028 0 Family
2029 1 "No Family"
2030 1 "No Family"
2032 1 "No Family"
2033 1 "No Family"
2034 0 Family
2035 0 Family
2036 1 "No Family"
2037 1 "No Family"
2039 1 "No Family"
2040 1 "No Family"
2041 1 "No Family"
2045 0 Family
2046 1 "No Family"
2047 1 "No Family"
2049 1 "No Family"
2050 1 "No Family"
2055 0 Family
2056 1 "No Family"
2057 1 "No Family"
2058 1 "No Family"
2059 1 "No Family"
2061 0 Family
2062 1 "No Family"
2069 1 "No Family"
2070 1 "No Family"
2071 1 "No Family"
2072 0 Family
2073 0 Family
2076 1 "No Family"
2077 1 "No Family"
2080 0 Family
2081 1 "No Family"
2084 0 Family
2085 0 Family
2086 0 Family
2087 1 "No Family"
2090 1 "No Family"
2091 0 Family
2092 0 Family
2095 0 Family
2098 1 "No Family"
2099 1 "No Family"
2103 1 "No Family"
2104 0 Family
2105 1 "No Family"
2106 1 "No Family"
2109 1 "No Family"
2110 1 "No Family"
2112 1 "No Family"
2113 0 Family
2115 0 Family
2117 1 "No Family"
2119 1 "No Family"
2121 1 "No Family"
2123 1 "No Family"
2124 1 "No Family"
2126 0 Family
2131 1 "No Family"
2133 1 "No Family"
2135 1 "No Family"
2140 0 Family
2141 1 "No Family"
2143 1 "No Family"
2146 1 "No Family"
2147 1 "No Family"
2148 1 "No Family"
2151 0 Family
2152 1 "No Family"
2154 0 Family
2156 1 "No Family"
2157 1 "No Family"
2160 1 "No Family"
2161 1 "No Family"
2163 1 "No Family"
2164 1 "No Family"
2166 0 Family
2167 1 "No Family"
2168 1 "No Family"
2169 1 "No Family"
2172 1 "No Family"
2176 1 "No Family"
2180 0 Family
2183 1 "No Family"
2184 1 "No Family"
2185 0 Family
2187 0 Family
2188 0 Family
2189 1 "No Family"
2191 1 "No Family"
2192 1 "No Family"
2194 1 "No Family"
2197 1 "No Family"
2199 1 "No Family"
2202 1 "No Family"
2203 1 "No Family"
2205 0 Family
2206 1 "No Family"
2208 1 "No Family"
2211 1 "No Family"
2215 1 "No Family"
2217 1 "No Family"
2218 1 "No Family"
2222 0 Family
2223 1 "No Family"
2224 1 "No Family"
2226 1 "No Family"
2228 1 "No Family"
2229 1 "No Family"
2231 1 "No Family"
2232 0 Family
2233 1 "No Family"
2235 1 "No Family"
2238 0 Family
2240 1 "No Family"
2241 1 "No Family"
2243 1 "No Family"
2245 1 "No Family"
2249 1 "No Family"
2253 1 "No Family"
2254 1 "No Family"
2255 0 Family
2256 1 "No Family"
2258 1 "No Family"
2259 1 "No Family"
2260 1 "No Family"
2263 1 "No Family"
2264 1 "No Family"
2265 1 "No Family"
2267 1 "No Family"
2270 1 "No Family"
2271 1 "No Family"
2278 1 "No Family"
2281 1 "No Family"
2282 1 "No Family"
2283 1 "No Family"
2284 1 "No Family"
2285 1 "No Family"
2288 1 "No Family"
2289 1 "No Family"
